arch,code_hash,ithemal-og_cycles,llvm-rthroughput_cycles,reg_cycles,tsf_cycles
ivybridge,5548b9b76ddbb66ddbb66d4889e541574156415541544989ff534889f34883ec384c8b6708488b174c89e04829d04889c648c1fe03480fafce4885c9,621.000000,5,494.5583,654.2300
ivybridge,5548c7070000000048c74708000000004889e55d,525.000000,5,330.3120,508.1545
ivybridge,5548c7472000000000c64728004889e548894710488947185d,526.000000,5,459.1992,563.6799
ivybridge,5548c747280000000048c747300000000048c74738000000004889e5c7474000000000c64744005d,598.000000,5,481.6219,573.1313
ivybridge,5548c74768000000004889e5488947605d,509.000000,5,298.0078,532.5369
ivybridge,554989d04889f04989c94889c14889e54883ec10488b97d8010000488d75f0488b5208488955f0ba01000000,331.000000,5,376.9235,302.1680
ivybridge,554989d24889e541574156415541544189f6534d89cc4889fb4881ec980000004c8b6d1064488b042528000000488945c831c085f6,722.000000,5,494.6738,698.1185
ivybridge,555331db4883ec08837f1028,197.000000,5,222.1156,218.3047
ivybridge,55534881ec1804000064488b042528000000488984240804000031c0,480.000000,5,303.7948,332.6598
ivybridge,55534883ec18488b5f104885db,215.000000,5,218.1209,219.4233
ivybridge,55534889f34883ec084885ff,199.000000,5,201.9910,207.0439
ivybridge,55534889f38d34fd050000004883ec18837b1004f30f1144240c8b6c240c,339.000000,5,340.1763,315.2584
ivybridge,55534889fb4883ec08488b6f104885ed,200.000000,5,228.0691,212.0185
ivybridge,55534889fb4883ec0848c7470800000000c7471000000000c747140000000048c7471800000000c74720000000004883c010c747240000000048c7472800000000488907,998.000000,5,494.6635,787.9627
ivybridge,55534889fb4883ec088b4740f6c404,201.000000,5,228.2051,220.3645
ivybridge,55534889fb4883ec180fb64602c0e80283e01f83f804,247.000000,5,308.4192,260.3907
ivybridge,55534889fb4883ec18488b472848394628,206.000000,5,257.6671,226.5100
ivybridge,55534889fb4883ec18488b4758483b47604889742408,315.000000,5,343.2530,299.1115
ivybridge,55534889fb4883ec28f60780,214.000000,5,223.3765,240.0852
ivybridge,55534889fb4883ec3864488b042528000000488944242831c04889e64889042448894424184889442410,611.000000,5,476.0558,634.4688
ivybridge,55534889fb4883ec48488b0780786100,214.000000,5,259.1111,231.9103
ivybridge,55534889fb4889cf4883ec0848897b084883c1104885d248890b,450.000000,5,396.8531,342.8469
ivybridge,55534889fb4889f74883ec1883fa25,206.000000,5,217.0002,203.1672
ivybridge,55534889fb50488b6f1848c7471800000000,399.000000,5,363.6944,433.7773
ivybridge,555389d34883ec0839572c,200.000000,5,222.1139,210.0579
ivybridge,5584c94889e5415641554989fd41544989d453,551.000000,5,427.7605,509.6292
ivybridge,5589d5534889fb4883ec08488b46780fb6480883e17f83f901,266.000000,5,306.9988,283.4214
ivybridge,5589f5534889fb4883ec08488b3f4885ff,399.000000,5,240.2709,225.5673
ivybridge,55be010000004889fdbf38000000534883ec08,199.000000,5,199.9656,213.8078
ivybridge,55bf100100004889e541554154534989f44883ec08,406.000000,5,395.7907,396.2163
ivybridge,55bf143d5d00534889f34889d64883ec18,206.000000,5,205.6607,214.0260
ivybridge,55bf180000005356,298.000000,5,259.2186,312.8803
ivybridge,55c74724000000004889e55d,500.000000,5,212.3198,485.2869
ivybridge,585a4c89ef,110.000000,5,96.7692,97.3897
ivybridge,595d415f,147.000000,5,152.5765,135.6594
ivybridge,5a5b4889e85d415c415d,299.000000,5,279.4804,262.8450
ivybridge,5b0fbef0,51.000000,5,57.8354,59.9811
ivybridge,5b415c415d415e5d,256.000000,5,268.6876,265.9482
ivybridge,5b4489d85d,109.000000,5,103.0770,96.0992
ivybridge,5b4889ef4c89ea4c89f65d415c415d415e,298.000000,5,293.2172,254.4471
ivybridge,5b488b7d305d415c,214.000000,5,208.2572,213.7945
ivybridge,5b498b7808,109.000000,5,93.9721,99.8187
ivybridge,5b5d415c415db801000000415e,301.000000,5,278.2154,258.1756
ivybridge,5b5d48b80100000001000000415c,198.000000,5,154.4778,180.1618
ivybridge,64488b042510000000,55.000000,5,47.2041,48.1683
ivybridge,64833c251800000000,55.000000,5,48.7931,43.2188
ivybridge,64c704251c0000000100000041b905000000,111.000000,5,99.3479,103.5531
ivybridge,660f15c9f20f10060f28d10f28d8f2410f59c6f2410f59cff2410f59d6f2410f59dff20f58c1f20f5cd3f20f1106f20f1111,1494.000000,5,461.2809,1303.3940
ivybridge,660f1f4400000fb60f0fb6324883c7014883ea01408877ff884a014839d7,253.000000,5,287.5904,242.0904
ivybridge,660f1f44000031c031d24881c4880000005b5d415c415d415e415f,399.000000,5,362.1750,323.4762
ivybridge,660f1f4400004183e901,96.000000,5,78.0908,102.6609
ivybridge,660f1f440000418b1785d2,102.000000,5,92.7021,101.5108
ivybridge,660f1f440000418b93d4020000895014488b004839e8,860.000000,5,158.2270,153.2973
ivybridge,660f1f440000448b3b48c7c5ffffffff,98.000000,5,89.5758,81.5971
ivybridge,660f1f4400004584ed4c8d7310,101.000000,5,97.8062,101.8438
ivybridge,660f1f4400004883c001488d3489480fbeca0fb6104801f184d2,209.000000,5,238.8211,206.4693
ivybridge,660f1f4400004885c0,55.000000,5,68.3545,61.9028
ivybridge,660f1f4400004889ef49033c2483c3014883c5684883c758,199.000000,5,205.6260,102.4912
ivybridge,660f1f440000488b45084889da48c1e20c482500f0ffff4801d04989c34889c149c1eb1a4881e1000000c04181e3f00000004d01e3498b334839f1,401.000000,5,446.0526,378.6086
ivybridge,660f1f440000488b50504885d2,100.000000,5,91.9002,102.8832
ivybridge,660f1f440000488b842408010000644833042528000000,141.000000,5,115.9307,125.4585
ivybridge,660f1f440000488db424800000004883c620c5fc77488b4424484883c00248894424504883e0f8,1199.000000,5,294.5010,1304.7751
ivybridge,660f1f440000498b5424f84c89fe4c89f74983ec08,134.000000,5,145.2919,126.3307
ivybridge,660f1f4400004c8b6c2478488b7c2438,199.000000,5,98.7692,102.5137
ivybridge,660f1f4400004d8b104939da4d0f44d54983c0184983c1084d8951f84939c0,301.000000,5,310.8671,250.8489
ivybridge,660f1f44000083c6014139f0,116.000000,5,104.8073,100.1526
ivybridge,660f1f44000089cac1e9074883c30183ca808853ff83f97f,199.000000,5,255.5238,232.5775
ivybridge,660f1f44000089d148c1ea074883c00183c9808848ff4883fa7f,199.000000,5,244.4086,226.4722
ivybridge,660f1f440000c4e27d19442430c4e27d194c2438c44135c6c905c44125c6db05c44115c6ed05c44105c6ff05c44135d0c8c44125d0dac44115d0ecc44105d0fec4417d28c1c4417d28d3c4417d28e5c4417d28f7c44135c6c905c44125c6db05c44115c6ed05c44105c6ff05c4417d59c0c4417d59d2c4417d59e4c4417d59f6c4417559c9c4417559dbc4417559edc4417559ffc4413dd0c1c4412dd0d3c4411dd0e5c4410dd0f7c4417c1107c4417c116720c4017c111417c4017c11741720410f184f40430f184c17404883442448044983c74049ffcb,1387.500000,5,494.9948,1301.6665
ivybridge,660f1f440000c60300c6431000,199.000000,5,189.6272,102.0830
ivybridge,660f1f84000000000031c04883c3284839dd,114.000000,5,126.6738,114.1973
ivybridge,660f1f840000000000483b28,72.000000,5,80.6950,55.1903
ivybridge,660f1f84000000000048837bf000,84.000000,5,65.3694,53.8049
ivybridge,660f1f8400000000004883eb18837b1040,138.000000,5,103.1866,125.3104
ivybridge,660f1f840000000000488b10807a1017,100.000000,5,101.1095,101.2348
ivybridge,660f1f840000000000488b3c24b9ffffff7ff30fbcf74885ff0f44f148837b0800,399.000000,5,222.5613,315.6768
ivybridge,660f1f84000000000048b800000000000000804d85f6498907,157.000000,5,116.8366,105.8548
ivybridge,660f1f840000000000498b5424f8488d446d004c8b8424c0000000488b34028b9424d00000004889b424e000000085d2,298.000000,5,289.9783,255.6015
ivybridge,660f1f8400000000004d39e64c89f1488b7c2408490f47ccba020000004901cf4929cc31c94c897c24104c89642418,520.000000,5,406.4828,667.5442
ivybridge,660f1f840000000000807c244f00,83.000000,5,65.4514,54.7333
ivybridge,660f1f8400000000008b550085d2,98.000000,5,92.6977,101.6762
ivybridge,660f1f8400000000008b8424400100008b9c24e00000008bbc2494000000448b942424010000448d344089d883c0014101fe443b7424500f4dc34585d28b9c24980000000f459c24e400000031d2899c24e4000000418d5dfe39fb895c24580f94c2019424e4000000398424e4000000,1328.000000,5,495.1104,876.3341
ivybridge,660f6e93080100004983c0014883c110f30f6f41f0660f70ca00660ffac1f30f7f41f04939f0,236.000000,5,281.3588,286.3634
ivybridge,660f6f0c0e660f6f140f660f6fe2660f3a0fd30b660f74c1660f74ca660ff8c8660fd7d181eaffff0000,301.000000,5,325.6411,294.9818
ivybridge,660f6f542440488944242048895424284c897424104c897c2418f30f7f1424,498.000000,5,437.7195,338.5586
ivybridge,660f6f5710660f74d1660fd7c285c0,98.000000,5,130.7061,116.0000
ivybridge,660f6f6620660f6f6e10660f6f3e660f6fdc660f6fd4660f6fcc660f6fc4660f3a0fc50a660f3a0fcd08660f3a0fd506660f3a0fdd04660f3a0fe502660ffdc5660ffdcc660ffdd3660f6ff5660f6fe5660f6fdd660f3a0fe708660f3a0ff702660f3a0fdf0a660ffde6660f6ff5660f3a0fef06660f3a0ff704660ffddf660ffdee660ff9c1660ff9dc660f71e002660f71e302660ff9c1660ff9dc660ffdc2660ffddd660f71e002660f71e302660ffdc2660ffddd660f71e006660f71e306660f67d8660f7f1f4883c6304801d741ffc8,1787.500000,5,494.9560,817.9146
ivybridge,660f74c6660fd7d0f30f7f6f104883c1104983e810,119.000000,5,176.9076,186.2092
ivybridge,660f76c00f54c80f55c40f56c8660fefed0f28e166450fefed0f59e1660f70d455660f70dcaa0f58e20f58e3f30f52ecf3410f59e4f30f59f5f30f59e5f30f59edf30f59e50f104540f30f58f4660f70f8c90fc6f6000f59ce66440f70c1c90f59f9440f59c0f30f106c2408440f5cc766450f70f8c90f28e566450f6fdf450f59df66450f70cb5566450f70d3aa450f58d9450f58daf3450f52ebf3450f59dcf3450f59f5f3450f59ddf3450f59edf3450f59ddf30f10542404f3450f58f30fc6d200450fc6f600450f59fe0fc6e4000f59e0660fefc0f30f53c5410f59d7f30f101c240f58e20fc6db000f59cbf3410f116d240f58e1f30f59e8410f116510f30f5ccdf30f59c141c745200000807f0fc6c000410f59442410410f1145004883c4205d415d415c,11193.750000,5,495.3391,1300.6628
ivybridge,662e0f1f8400000000004585ff,80.000000,5,68.4919,61.3385
ivybridge,662e0f1f8400000000004863c383c301488b84c590000000488b7870,174.000000,5,161.4007,149.2311
ivybridge,662e0f1f840000000000488db424800000004883c620c5fc774c89e04883e0f8,1098.000000,5,200.2252,1258.5538
ivybridge,662e0f1f8400000000004983c40131c04983fc04488b5c2418,156.000000,5,150.0838,126.5682
ivybridge,662e0f1f840000000000498b3c244c89fe,105.000000,5,89.3244,80.7592
ivybridge,662e0f1f8400000000004c8b0b4d85c9,98.000000,5,91.5483,102.2119
ivybridge,662e0f1f8400000000004c8b9424300100004d39d5,131.000000,5,90.1849,101.1119
ivybridge,662e0f1f8400000000004d8b6c24184d85ed,111.000000,5,91.0599,102.7070
ivybridge,662e0f1f8400000000006445892c244489c85b5d415c415d,305.000000,5,290.8379,276.2436
ivybridge,662e0f1f840000000000c5fa10442430c5da59e0c5d259e8c4c17a1127c4c17a116f044c89e0482b4424484889c5488d34ae48d1e0488d3c874983c708666666662e0f1f84000000000049f7c501000000,507.000000,5,482.9315,437.5337
ivybridge,6639f9,33.000000,5,34.8071,31.5581
ivybridge,663b1e,53.000000,5,51.8647,50.6629
ivybridge,663d55014d8d6f10,350.000000,5,72.1017,64.8188
ivybridge,663d571b,323.000000,5,39.2208,30.3281
ivybridge,663d640b,322.000000,5,39.2208,30.3281
ivybridge,663d7801,325.000000,5,39.2208,30.3281
ivybridge,663d8c03,323.000000,5,39.2208,30.3281
ivybridge,663d8e01,322.000000,5,39.2208,30.3281
ivybridge,663d9500,325.000000,5,39.2208,30.3281
ivybridge,663d9d0066418b47484889f30f94c14189c566d1e86641c1ed0283e0014183e50184c988442428,556.000000,5,456.1151,376.5245
ivybridge,663dcb0a41b901000000,361.000000,5,65.8887,66.3228
ivybridge,663dd501,322.000000,5,39.2208,30.3281
ivybridge,663dd700,322.000000,5,39.2208,30.3281
ivybridge,663de801,323.000000,5,39.2208,30.3281
ivybridge,663df41d,323.000000,5,39.2208,30.3281
ivybridge,6641817918cb00,344.000000,5,47.6174,47.5518
ivybridge,664181f99102,335.000000,5,35.6751,184.7936
ivybridge,664181fa8200be0a000000,368.000000,5,63.1333,63.2933
ivybridge,664181fd5a05bec0470000,367.000000,5,63.0957,63.5520
ivybridge,664181febd01,334.000000,5,35.2745,31.3419
ivybridge,6641837d1877418b44243c89842478010000400f95c584d2,198.000000,5,221.1682,246.3839
ivybridge,6641837d203f4889442440c78424800000000000000048c784248800000000000000c784249000000000000000c78424940000000000000048c78424980000000000000048c78424a000000000000000c78424a800000000000000c78424ac00000000000000c78424b000000000000000c78424b400000000000000,1094.000000,5,494.2802,1019.6847
ivybridge,6641837f2003,49.000000,5,47.5133,47.9656
ivybridge,6641837f2041c644240f01,99.000000,5,98.8216,99.9621
ivybridge,664183fc01,34.000000,5,35.4834,32.5757
ivybridge,664183fd1a,33.000000,5,35.2737,32.4520
ivybridge,664183fe014c0f456c24388b134889de4c89ff,200.000000,5,129.0315,205.5336
ivybridge,6641ff40784c8b084d8948584885c0,599.000000,5,152.0313,626.0092
ivybridge,66440f28cd66440f28d0f2450f58cd66450f28c166450f28e166450f28f1f2440f59c2f2450f5ce9f2440f59cef2450f5ce0f2440f58edf2450f58e066440f28c0f2440f59ecf2450f5cf4f2450f59c4f2440f59e3f2450f58e9f2450f59d6f2440f59f3f2450f58d466450f28e0f2450f58e2f2450f5cc4f2450f58c266450f28d1f2450f58c6f2450f58e866450f28c4f2450f58c5f2450f5ce066440f2ec1f2450f58d0f2450f58e566450f28e8,4832.000000,5,495.0116,1303.0365
ivybridge,66440f6ec64889f866450f60c066450f61c066450f70c0004883fa40,206.000000,5,210.6092,205.5746
ivybridge,66450fefff0f58ca410f28d60f58c1488b542418f30f58c00fc6c0000f59f8660fefc00f5cfb0f28ddf30f59dcf3410f59eef30f58d3f3410f5cdef3440f53faf3410f59d7f30f5cca0f28d4f30f58d5f30f5ce5f3440f59f9f30f53c2f3410f59dff30f59d0f30f59db410f28e80fc6ed00f30f5ccaf30f59c1f30f59e0f30f59e40f1011f30f58dc0f28e3f30f5cf30fc6e4000f28c40fc6f6000f59c20f59d60f114424e80f28c80f5ed5f30f106c24ec0f15c8f30f5fe8660fefc0f30f5fcd440f2ec0f30f101a,5943.750000,5,495.3586,1286.3463
ivybridge,66450fefff488b542410488b4c24184885ff,110.000000,5,118.8215,113.8473
ivybridge,664539fa,31.000000,5,35.3811,31.6066
ivybridge,66480f7ec14889c848c1f83425ff0700003dff070000,150.000000,5,167.7515,149.2043
ivybridge,66662e0f1f84000000000049f7c501000000,110.000000,5,68.1911,62.9885
ivybridge,66662e0f1f84000000000049f7c502000000,112.000000,5,68.1911,62.9885
ivybridge,6666662e0f1f8400000000004883e70f,100.000000,5,80.6084,102.4456
ivybridge,6666662e0f1f840000000000f20f100e0f164e08410f54cf0fc2c800f20f105e100f165e18410f54df0fc2d8000f56cb440f50d949f7c30f000000,500.000000,5,390.4852,381.8956
ivybridge,6666666666662e0f1f840000000000488db424800000004883c6604c89e048c1f8034883f802,235.000000,5,187.8410,170.6599
ivybridge,6666666666662e0f1f8400000000004c89c7488db424800000004c89e06690c5f81007c5f8104f10c5f81106c5f8114e104883c7204883c62048ffc8,373.000000,5,411.0551,334.1022
ivybridge,66817b188900,335.000000,5,47.5150,47.7208
ivybridge,66817b18cb00,336.000000,5,47.5150,47.7208
ivybridge,6681fa2c01,329.000000,5,34.6497,29.3706
ivybridge,6681faa501,330.000000,5,34.6497,29.3706
ivybridge,6681faac01,330.000000,5,34.6497,29.3706
ivybridge,6681fde501,330.000000,5,35.1773,31.0605
ivybridge,6681ffcb1d,330.000000,5,35.0446,30.9069
ivybridge,66830b106690,596.000000,5,51.8558,594.3588
ivybridge,66833a004989fc4989d5,78.000000,5,87.9786,100.1027
ivybridge,668378101541bd02000000,70.000000,5,53.0594,73.4767
ivybridge,668378180048894424104c8b5c2418,198.000000,5,146.6537,150.9752
ivybridge,66837818004989c4,52.000000,5,51.7861,50.0998
ivybridge,66837910008d50ec0f4fc231f648837c243800400f95c631d248837c2440000f95c201d6ba0a00000029f56683f80a0fbff00f4dd639ea0f4eea6641896f16,702.000000,5,495.0726,643.7313
ivybridge,66837b1807,50.000000,5,47.5150,47.7208
ivybridge,66837b187b,50.000000,5,47.5150,47.7208
ivybridge,66837b2015448b6b28,99.000000,5,93.6538,100.1103
ivybridge,66837b202e,50.000000,5,47.5150,47.7208
ivybridge,66837b2041,47.000000,5,47.5150,47.7208
ivybridge,66837c246800,47.000000,5,47.5412,45.0822
ivybridge,66837e121c,47.000000,5,47.5054,47.5869
ivybridge,6683f820,31.000000,5,39.2208,30.3281
ivybridge,6683f821b8000000004c0f45f8488b8424880000000fb740186683f80a,199.000000,5,187.9879,212.3656
ivybridge,6683f831,31.000000,5,39.2208,30.3281
ivybridge,6683f917,31.000000,5,34.8988,29.5689
ivybridge,6683fa0b,33.000000,5,34.6497,29.3706
ivybridge,6683fa16,31.000000,5,34.6497,29.3706
ivybridge,6683fb7f,33.000000,5,35.6551,31.0585
ivybridge,6689442410,99.000000,5,94.8568,101.0842
ivybridge,6689442430d96c24304c8d442460488d4c2450488d542440,314.000000,5,148.8446,220.9020
ivybridge,668959fb668959fdc641ff02,300.000000,5,280.3721,101.4932
ivybridge,6689b4512e9700004080e60f83ce206689b4512e9700004883c2764881faa22d0000,234.000000,5,223.7170,219.2930
ivybridge,668b4318663da300,348.000000,5,55.2479,50.4118
ivybridge,668b47184989f88d9063ffffff6683fa01,98.000000,5,117.2209,101.1298
ivybridge,66900fb60a83c0014883c201440fb6c141f680a0e34f0004,165.000000,5,186.6442,180.1812
ivybridge,66903908,51.000000,5,61.0875,54.8864
ivybridge,6690410fb645108d48ff80f905,118.000000,5,120.1958,101.8455
ivybridge,66904883c41031c05b5d415c,298.000000,5,211.4761,211.0936
ivybridge,66904883e8014839d0,95.000000,5,96.9129,100.4246
ivybridge,66904883eb60488b7b2848397b20,123.000000,5,131.5248,121.4749
ivybridge,6690488b0a4885c9,97.000000,5,88.1821,100.8536
ivybridge,6690488b1f,61.000000,5,57.9233,49.1712
ivybridge,669048f7c70f000000,55.000000,5,64.3678,49.8273
ivybridge,6690498b14244589f2458d460149c1e2044139f04a8d3c124c8b7f08,200.000000,5,248.9356,210.6286
ivybridge,66904c8b8c24800000004c8b042489fe488b4c2408488b5424104889df,240.000000,5,221.3116,193.8111
ivybridge,669084c0488b442420,100.000000,5,90.2495,101.4418
ivybridge,669089cac1e9074883c00183ca808850ff83f97f,224.000000,5,250.4144,227.1575
ivybridge,6807010000,98.000000,5,99.5288,101.7757
ivybridge,6818010000,98.000000,5,99.5288,101.7757
ivybridge,681d000000,99.000000,5,99.5288,101.7757
ivybridge,683f000000,99.000000,5,99.5288,101.7757
ivybridge,6876000000,98.000000,5,99.5288,101.7757
ivybridge,687b010000,100.000000,5,99.5288,101.7757
ivybridge,687c040000,98.000000,5,99.5288,101.7757
ivybridge,6887030000,98.000000,5,99.5288,101.7757
ivybridge,688a030000,100.000000,5,99.5288,101.7757
ivybridge,68ad000000,100.000000,5,99.5288,101.7757
ivybridge,68e8000000,98.000000,5,99.5288,101.7757
ivybridge,68f6040000,98.000000,5,99.5288,101.7757
ivybridge,6bc80a4489c683c8ff29d601ca39ce0f4dc2,601.000000,5,319.2227,535.1821
ivybridge,80380c,49.000000,5,48.1777,48.7172
ivybridge,803b00,49.000000,5,47.9687,48.7679
ivybridge,803b2d0fb645124889de4c89e20f94c183e0f7c1e10309c88845120fb6033c2b,698.000000,5,439.0131,712.3308
ivybridge,803b2f4f8d1c344d0f45e34885c0,298.000000,5,136.2400,194.5200
ivybridge,803c330d4c8d7e01,100.000000,5,57.1087,67.0396
ivybridge,803e2f,50.000000,5,47.9526,48.7590
ivybridge,803f01,53.000000,5,48.0010,48.7000
ivybridge,803f43,53.000000,5,48.0010,48.7000
ivybridge,804d1801488945088b451848c7451000000000c7451c0000000083e00185c0894518,2297.000000,5,408.0542,643.5324
ivybridge,806201f831ffc6020066897a02c742040000000048c742080000000048c742100000000048c74218000000004883c2204883e901,700.000000,5,491.7095,626.0319
ivybridge,806312f8b8140000005b5d415c,601.000000,5,227.8937,622.3632
ivybridge,806320cf0fb6732083e00f8d500983e20f83e6f009c680fa0140887320,1299.000000,5,331.9459,712.6438
ivybridge,80642440fc4c8b7c2408488b442440448b650083e00380cc0148894424400fb644244883e0fe83c80288442448488b44244883e003480d080000014889442448498b174889de4c89f74983c7084489a424a0000000c78424a40000000000000048899424a8000000,4300.000000,5,495.3318,735.2189
ivybridge,806424520f44896c24544889ef448b6c2408c644245000c6442453008b542450488b34244181e5ff0f000048c74424580000000041c1e50881e2ff00f0ff48c7442460000000004409ea48c744246800000000895424504c89e2,2697.000000,5,494.2281,905.3524
ivybridge,806500fe4489e748c1e703,752.000000,5,94.4834,590.3201
ivybridge,806b0401,600.000000,5,47.0453,628.7821
ivybridge,807808004889c6,53.000000,5,51.9651,51.0123
ivybridge,8078080f0f94c03844240f,700.000000,5,147.0852,100.9923
ivybridge,80781000480f44d08b4a244531c981e98f00000083f904,216.000000,5,184.7850,224.5588
ivybridge,80781000480f44f0488b43184889e2488b38,199.000000,5,202.7288,210.5875
ivybridge,807810074c0f44e8458b7d30498b4424184183ff40488b14d8,239.000000,5,263.1852,208.6384
ivybridge,80781011c68424a000000000c684249800000000,200.000000,5,185.5153,207.4096
ivybridge,8078101a4989c64c8b4c2410,198.000000,5,100.7948,101.1864
ivybridge,8078101b4989c1,53.000000,5,51.5759,50.5339
ivybridge,8078101d,51.000000,5,47.6474,47.1578
ivybridge,8078104d,50.000000,5,47.6474,47.1578
ivybridge,8078104f4c8b7028,100.000000,5,93.7359,100.4555
ivybridge,80781057,50.000000,5,47.6474,47.1578
ivybridge,80782001,50.000000,5,47.6474,47.1578
ivybridge,80787000,50.000000,5,47.6474,47.1578
ivybridge,8078f84f4c8d78e84c0f45fa4c397c2408,198.000000,5,161.0358,193.7615
ivybridge,8078f850488b5808,99.000000,5,93.7342,100.4027
ivybridge,80790100,50.000000,5,47.6092,47.1483
ivybridge,80791800,50.000000,5,47.6092,47.1483
ivybridge,807a0200,50.000000,5,47.5609,47.4646
ivybridge,807a0810410f94c380790810400f94c74138fb,200.000000,5,201.4049,101.8683
ivybridge,807b012f,50.000000,5,47.5150,47.7208
ivybridge,807b101a,50.000000,5,47.5150,47.7208
ivybridge,807b1400,49.000000,5,47.5150,47.7208
ivybridge,807b31004989dd,54.000000,5,51.4814,50.8033
ivybridge,807b7b00,50.000000,5,47.5150,47.7208
ivybridge,807c0b0100,50.000000,5,47.1843,50.7178
ivybridge,807c1dff00,52.000000,5,47.1651,51.4075
ivybridge,807c241101488b1424,99.000000,5,93.9286,100.2165
ivybridge,807c24134e,46.000000,5,47.5412,45.0822
ivybridge,807c2414004889c3c68424b000000001c68424b100000001,198.000000,5,183.8215,266.5392
ivybridge,807c241d008944242c,98.000000,5,98.9243,99.6036
ivybridge,807c241f00488b842480000000,100.000000,5,93.6864,100.5161
ivybridge,807c242000498d4618c78424b000000000000000c78424b400000000000000c68424b800000000c78424bc00000000000000c78424c000000000000000c68424c40000000048898424c8000000c68424d000000000,799.000000,5,490.5100,751.5545
ivybridge,807c24204e4989c548c784241001000000000000,124.000000,5,102.1756,115.9006
ivybridge,807c242700,46.000000,5,47.5412,45.0822
ivybridge,807c2430008b4c2444,97.000000,5,93.6683,100.1974
ivybridge,807c244001,46.000000,5,47.5412,45.0822
ivybridge,807c245000488b4424404c8d6424204889442420,150.000000,5,146.6387,167.4890
ivybridge,807c245006,46.000000,5,47.5412,45.0822
ivybridge,807c245e00,47.000000,5,47.5412,45.0822
ivybridge,807c2460008b433c89842428010000,148.000000,5,142.7831,151.1723
ivybridge,807c24750089c3898424b8000000,99.000000,5,102.6058,100.7934
ivybridge,807d00ff,50.000000,5,47.9555,48.9756
ivybridge,807d080e,50.000000,5,47.5066,47.6856
ivybridge,807d2579,50.000000,5,47.5066,47.6856
ivybridge,807d300048894424684889842490000000,199.000000,5,184.8810,196.5509
ivybridge,807d5f00,47.000000,5,47.5066,47.6856
ivybridge,807df800488b0424,100.000000,5,93.9185,100.1508
ivybridge,807e3000,50.000000,5,47.5054,47.5869
ivybridge,807ef520,44.000000,5,47.5054,47.5869
ivybridge,807f1011,49.000000,5,47.5362,47.7549
ivybridge,807f104f,50.000000,5,47.5362,47.7549
ivybridge,807f11004889fb,52.000000,5,52.2107,52.0228
ivybridge,807f1500,47.000000,5,47.5362,47.7549
ivybridge,807f2000,50.000000,5,47.5362,47.7549
ivybridge,807f4a00,49.000000,5,47.5362,47.7549
ivybridge,8089e500000004498bbdc00200008b470885c0,728.000000,5,153.9864,632.9197
ivybridge,808c240808000001c784240c080000000000008b84240808000083e00185c089842408080000,2297.000000,5,216.5603,665.3589
ivybridge,808c24e8000000014889ac24e00000008b8424e8000000c78424ec0000000000000083e00185c0898424e8000000,2297.000000,5,305.8126,674.2396
ivybridge,80b81000000000,52.000000,5,47.6474,47.1578
ivybridge,80b8e800000000,50.000000,5,47.6474,47.1578
ivybridge,80bb6601000000,51.000000,5,47.5150,47.7208
ivybridge,80bb9800000000,49.000000,5,47.5150,47.7208
ivybridge,80bbac000000004d8b14244d8b5c2408,150.000000,5,148.4237,162.7382
ivybridge,80bc240002000000488bbc24e0010000,99.000000,5,93.6839,100.2518
ivybridge,80bc243301000000,47.000000,5,47.5412,45.0822
ivybridge,80bc244006000000428d049500000000,103.000000,5,56.3542,63.3299
ivybridge,80bc24480200000048c784241001000000000000,123.000000,5,98.8599,100.1203
ivybridge,80bc246006000000,47.000000,5,47.5412,45.0822
ivybridge,80bc248800000000,48.000000,5,47.5412,45.0822
ivybridge,80bc249800000000c684246001000001c684246101000001480f44c8803900,227.000000,5,328.0950,221.7221
ivybridge,80bc249800000000c684246001000001c684246101000001480f44ce803900,229.000000,5,335.3059,217.4927
ivybridge,80bc24ab00000000,47.000000,5,47.5412,45.0822
ivybridge,80bc24ac000000004c89f6488b7c2430,100.000000,5,100.9445,100.8253
ivybridge,80bc24b302000000,47.000000,5,47.5412,45.0822
ivybridge,80bc24b80000000148899424d8000000b972000000be010000004889ef4989c54519f64531c031d2,300.000000,5,275.7997,332.7454
ivybridge,80bc24c002000001,48.000000,5,47.5412,45.0822
ivybridge,80bc24c600000000,48.000000,5,47.5412,45.0822
ivybridge,80bc24d000000001498b6f08498b5f10,162.000000,5,148.0188,157.9230
ivybridge,80bc24d300000000,47.000000,5,47.5412,45.0822
ivybridge,80bc24e00000000048894424684989d5,98.000000,5,110.6088,101.5309
ivybridge,80bc24e100000001,47.000000,5,47.5412,45.0822
ivybridge,80bc24e802000000,48.000000,5,47.5412,45.0822
ivybridge,80bd01feffff00,51.000000,5,47.5066,47.6856
ivybridge,80bd1001000000,50.000000,5,47.5066,47.6856
ivybridge,80bd10feffff00,52.000000,5,47.5066,47.6856
ivybridge,80bd10ffffff004489e8,60.000000,5,52.2077,54.4284
ivybridge,80bd6ffdffff02,50.000000,5,47.5066,47.6856
ivybridge,80bd8401000000,50.000000,5,47.5066,47.6856
ivybridge,80bdbffdffff00,49.000000,5,47.5066,47.6856
ivybridge,80c101,98.000000,5,89.7659,102.5846
ivybridge,80e4fda9000080008983a0000000,297.000000,5,121.8636,103.2916
ivybridge,80f9014883d3ff4885db,218.000000,5,100.2712,57.2609
ivybridge,80f91c,38.000000,5,40.2118,34.4731
